gene_name	gencode_protein_id	gencode_transcript_id	gencode_length	uniprot_id	uniprot_entry_name	uniprot_protein_name	uniprot_length	length_difference	function	subcellular_location	go_bp_count	go_mf_count	keywords_count	domains_count
MAP1LC3A	ENSP00000380821.1	ENST00000397709.1	121	Q9H492	MLP3A_HUMAN	Microtubule-associated protein 1 light chain 3 alpha	121	0	Ubiquitin-like modifier involved in formation of autophagosomal vacuoles (autophagosomes) (PubMed:20713600, PubMed:24290141). While LC3s are involved in elongation of the phagophore membrane, the GABARAP/GATE-16 subfamily is essential for a later stage in autophagosome maturation (PubMed:20713600). Through its interaction with the reticulophagy receptor TEX264, participates in the remodeling of subdomains of the endoplasmic reticulum into autophagosomes upon nutrient stress, which then fuse with...	Cytoplasmic vesicle, autophagosome membrane; Endomembrane system; Cytoplasm, cytoskeleton	0	0	13	0
MAP2K4	ENSP00000410402.3	ENST00000415385.7	410	P45985	MP2K4_HUMAN	Dual specificity mitogen-activated protein kinase kinase 4	399	11	Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. Essential component of the stress-activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. With MAP2K7/MKK7, is the one of the only known kinase to directly activate the stress-activated protein kinase/c-Jun N-terminal kinases MAPK8/JNK1, MAPK9/JNK2 and MAPK10/JNK3. MAP2K4/MKK4 and MAP2K7/MKK7 both activate the JNKs by phosphorylation, but they differ in their ...	Cytoplasm; Nucleus	0	0	17	1
MAP2K4	ENSP00000262445.5	ENST00000353533.10	399	P45985	MP2K4_HUMAN	Dual specificity mitogen-activated protein kinase kinase 4	399	0	Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. Essential component of the stress-activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. With MAP2K7/MKK7, is the one of the only known kinase to directly activate the stress-activated protein kinase/c-Jun N-terminal kinases MAPK8/JNK1, MAPK9/JNK2 and MAPK10/JNK3. MAP2K4/MKK4 and MAP2K7/MKK7 both activate the JNKs by phosphorylation, but they differ in their ...	Cytoplasm; Nucleus	0	0	17	1
MAP2K6	ENSP00000468348.1	ENST00000590474.7	334	P52564	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6	334	0	Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. With MAP3K3/MKK3, catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in the MAP kinases p38 MAPK11, MAPK12, MAPK13 and MAPK14 and plays an important role in the regulation of cellular responses to cytokines and all kinds of stresses. Especially, MAP2K3/MKK3 and MAP2K6/MKK6 are both essential for the activation of MAPK11 and MAPK13 induced by environment...	Nucleus; Cytoplasm; Cytoplasm, cytoskeleton	0	0	20	1
MAP2K6	ENSP00000466143.1	ENST00000589295.5	84	P52564	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6	334	250	Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. With MAP3K3/MKK3, catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in the MAP kinases p38 MAPK11, MAPK12, MAPK13 and MAPK14 and plays an important role in the regulation of cellular responses to cytokines and all kinds of stresses. Especially, MAP2K3/MKK3 and MAP2K6/MKK6 are both essential for the activation of MAPK11 and MAPK13 induced by environment...	Nucleus; Cytoplasm; Cytoplasm, cytoskeleton	0	0	20	1
MAP2K6	ENSP00000464916.1	ENST00000588110.5	128	P52564	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6	334	206	Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. With MAP3K3/MKK3, catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in the MAP kinases p38 MAPK11, MAPK12, MAPK13 and MAPK14 and plays an important role in the regulation of cellular responses to cytokines and all kinds of stresses. Especially, MAP2K3/MKK3 and MAP2K6/MKK6 are both essential for the activation of MAPK11 and MAPK13 induced by environment...	Nucleus; Cytoplasm; Cytoplasm, cytoskeleton	0	0	20	1
MAP2K6	ENSP00000467213.1	ENST00000589647.5	278	P52564	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6	334	56	Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. With MAP3K3/MKK3, catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in the MAP kinases p38 MAPK11, MAPK12, MAPK13 and MAPK14 and plays an important role in the regulation of cellular responses to cytokines and all kinds of stresses. Especially, MAP2K3/MKK3 and MAP2K6/MKK6 are both essential for the activation of MAPK11 and MAPK13 induced by environment...	Nucleus; Cytoplasm; Cytoplasm, cytoskeleton	0	0	20	1
MAP3K2	ENSP00000507315.1	ENST00000682094.1	619	Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2	619	0	Component of a protein kinase signal transduction cascade. Regulates the JNK and ERK5 pathways by phosphorylating and activating MAP2K5 and MAP2K7 (By similarity). Plays a role in caveolae kiss-and-run dynamics	Cytoplasm; Nucleus	0	0	14	2
MAP3K2	ENSP00000387246.1	ENST00000409947.5	619	Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2	619	0	Component of a protein kinase signal transduction cascade. Regulates the JNK and ERK5 pathways by phosphorylating and activating MAP2K5 and MAP2K7 (By similarity). Plays a role in caveolae kiss-and-run dynamics	Cytoplasm; Nucleus	0	0	14	2
MAP3K2	ENSP00000343463.5	ENST00000344908.9	619	Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2	619	0	Component of a protein kinase signal transduction cascade. Regulates the JNK and ERK5 pathways by phosphorylating and activating MAP2K5 and MAP2K7 (By similarity). Plays a role in caveolae kiss-and-run dynamics	Cytoplasm; Nucleus	0	0	14	2
MAP7	ENSP00000482335.1	ENST00000617204.4	779	Q14244	MAP7_HUMAN	Ensconsin	749	30	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000414879.2	ENST00000432797.6	603	Q14244	MAP7_HUMAN	Ensconsin	749	146	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000483511.1	ENST00000616617.4	655	Q14244	MAP7_HUMAN	Ensconsin	749	94	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000482356.1	ENST00000618822.4	712	Q14244	MAP7_HUMAN	Ensconsin	749	37	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000346581.2	ENST00000354570.8	749	Q14244	MAP7_HUMAN	Ensconsin	749	0	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000414712.1	ENST00000454590.5	771	Q14244	MAP7_HUMAN	Ensconsin	749	22	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000445737.1	ENST00000544465.5	734	Q14244	MAP7_HUMAN	Ensconsin	749	15	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000400790.2	ENST00000438100.6	734	Q14244	MAP7_HUMAN	Ensconsin	749	15	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7	ENSP00000482998.1	ENST00000611373.1	603	Q14244	MAP7_HUMAN	Ensconsin	749	146	Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments	Cytoplasm, perinuclear region; Basolateral cell membrane; Cytoplasm, cytoskeleton	0	0	14	0
MAP7D1	ENSP00000390091.2	ENST00000429533.6	244	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	597	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAP7D1	ENSP00000320228.4	ENST00000316156.8	803	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	38	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAP7D1	ENSP00000507044.1	ENST00000474796.2	840	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	1	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAP7D1	ENSP00000362243.4	ENST00000373150.8	808	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	33	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAP7D1	ENSP00000362244.2	ENST00000373151.6	841	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	0	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAP7D1	ENSP00000435126.1	ENST00000530729.1	140	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	701	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAP7D1	ENSP00000437046.1	ENST00000530975.4	248	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	841	593	Microtubule-stabilizing protein involved in the control of cell motility and neurite outgrowth. Facilitate microtubule stabilization through the maintenance of acetylated stable microtubules	Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody	0	0	9	0
MAPK14	ENSP00000419837.1	ENST00000468133.5	283	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14	360	77	(Microbial infection) Activated by phosphorylation by M.tuberculosis EsxA in T-cells leading to inhibition of IFN-gamma production; phosphorylation is apparent within 15 minutes and is inhibited by kinase-specific inhibitors SB203580 and siRNA (PubMed:21586573)	Cytoplasm; Nucleus	0	0	19	1
MAPK14	ENSP00000229794.4	ENST00000229794.9	360	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14	360	0	(Microbial infection) Activated by phosphorylation by M.tuberculosis EsxA in T-cells leading to inhibition of IFN-gamma production; phosphorylation is apparent within 15 minutes and is inhibited by kinase-specific inhibitors SB203580 and siRNA (PubMed:21586573)	Cytoplasm; Nucleus	0	0	19	1
MAPK14	ENSP00000229795.3	ENST00000229795.8	360	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14	360	0	(Microbial infection) Activated by phosphorylation by M.tuberculosis EsxA in T-cells leading to inhibition of IFN-gamma production; phosphorylation is apparent within 15 minutes and is inhibited by kinase-specific inhibitors SB203580 and siRNA (PubMed:21586573)	Cytoplasm; Nucleus	0	0	19	1
MAPK14	ENSP00000308669.4	ENST00000310795.8	307	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14	360	53	(Microbial infection) Activated by phosphorylation by M.tuberculosis EsxA in T-cells leading to inhibition of IFN-gamma production; phosphorylation is apparent within 15 minutes and is inhibited by kinase-specific inhibitors SB203580 and siRNA (PubMed:21586573)	Cytoplasm; Nucleus	0	0	19	1
MAPK14	ENSP00000419141.1	ENST00000472333.1	132	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14	360	228	(Microbial infection) Activated by phosphorylation by M.tuberculosis EsxA in T-cells leading to inhibition of IFN-gamma production; phosphorylation is apparent within 15 minutes and is inhibited by kinase-specific inhibitors SB203580 and siRNA (PubMed:21586573)	Cytoplasm; Nucleus	0	0	19	1
MAPK3	ENSP00000263025.4	ENST00000263025.9	379	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	0	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000432742.1	ENST00000484663.5	265	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	114	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000327293.5	ENST00000322266.9	335	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	44	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000378626.1	ENST00000395200.5	311	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	68	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000378628.1	ENST00000395202.5	335	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	44	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000432292.1	ENST00000478356.5	136	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	243	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000378625.3	ENST00000395199.7	357	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	22	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPK3	ENSP00000433639.1	ENST00000481230.1	87	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	379	292	Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway (PubMed:34497368). MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcripti...	Cytoplasm; Nucleus; Membrane, caveola; Cell junction, focal adhesion	0	0	20	1
MAPRE3	ENSP00000233121.2	ENST00000233121.7	281	Q9UPY8	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3	281	0	Plus-end tracking protein (+TIP) that binds to the plus-end of microtubules and regulates the dynamics of the microtubule cytoskeleton (PubMed:19255245, PubMed:28814570). Promotes microtubule growth (PubMed:19255245, PubMed:28814570). May be involved in spindle function by stabilizing microtubules and anchoring them at centrosomes (PubMed:19255245, PubMed:28814570). Also acts as a regulator of minus-end microtubule organization: interacts with the complex formed by AKAP9 and PDE4DIP, leading to ...	Cytoplasm, cytoskeleton	0	0	11	2
MAPRE3	ENSP00000383915.3	ENST00000405074.7	266	Q9UPY8	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3	281	15	Plus-end tracking protein (+TIP) that binds to the plus-end of microtubules and regulates the dynamics of the microtubule cytoskeleton (PubMed:19255245, PubMed:28814570). Promotes microtubule growth (PubMed:19255245, PubMed:28814570). May be involved in spindle function by stabilizing microtubules and anchoring them at centrosomes (PubMed:19255245, PubMed:28814570). Also acts as a regulator of minus-end microtubule organization: interacts with the complex formed by AKAP9 and PDE4DIP, leading to ...	Cytoplasm, cytoskeleton	0	0	11	2
MAPRE3	ENSP00000497057.1	ENST00000648289.1	266	Q9UPY8	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3	281	15	Plus-end tracking protein (+TIP) that binds to the plus-end of microtubules and regulates the dynamics of the microtubule cytoskeleton (PubMed:19255245, PubMed:28814570). Promotes microtubule growth (PubMed:19255245, PubMed:28814570). May be involved in spindle function by stabilizing microtubules and anchoring them at centrosomes (PubMed:19255245, PubMed:28814570). Also acts as a regulator of minus-end microtubule organization: interacts with the complex formed by AKAP9 and PDE4DIP, leading to ...	Cytoplasm, cytoskeleton	0	0	11	2
MAPRE3	ENSP00000391705.1	ENST00000458529.5	218	Q9UPY8	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3	281	63	Plus-end tracking protein (+TIP) that binds to the plus-end of microtubules and regulates the dynamics of the microtubule cytoskeleton (PubMed:19255245, PubMed:28814570). Promotes microtubule growth (PubMed:19255245, PubMed:28814570). May be involved in spindle function by stabilizing microtubules and anchoring them at centrosomes (PubMed:19255245, PubMed:28814570). Also acts as a regulator of minus-end microtubule organization: interacts with the complex formed by AKAP9 and PDE4DIP, leading to ...	Cytoplasm, cytoskeleton	0	0	11	2
MAPRE3	ENSP00000385715.1	ENST00000402218.1	266	Q9UPY8	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3	281	15	Plus-end tracking protein (+TIP) that binds to the plus-end of microtubules and regulates the dynamics of the microtubule cytoskeleton (PubMed:19255245, PubMed:28814570). Promotes microtubule growth (PubMed:19255245, PubMed:28814570). May be involved in spindle function by stabilizing microtubules and anchoring them at centrosomes (PubMed:19255245, PubMed:28814570). Also acts as a regulator of minus-end microtubule organization: interacts with the complex formed by AKAP9 and PDE4DIP, leading to ...	Cytoplasm, cytoskeleton	0	0	11	2
MARCKS	ENSP00000478061.1	ENST00000612661.2	332	P29966	MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate	332	0	Membrane-associated protein that plays a role in the structural modulation of the actin cytoskeleton, chemotaxis, motility, cell adhesion, phagocytosis, and exocytosis through lipid sequestering and/or protein docking to membranes (PubMed:23704996, PubMed:36009319). Thus, exerts an influence on a plethora of physiological processes, such as embryonic development, tissue regeneration, neuronal plasticity, and inflammation. Sequesters phosphatidylinositol 4,5-bisphosphate (PIP2) at lipid rafts in ...	Cell membrane; Cytoplasm, cytoskeleton; Cytoplasm	0	0	12	0
MBD6	ENSP00000448070.1	ENST00000548887.5	148	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	855	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000450370.1	ENST00000551351.5	53	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	950	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000449603.1	ENST00000546805.5	73	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	930	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000347896.3	ENST00000355673.8	1003	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	0	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000448202.1	ENST00000546632.1	53	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	950	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000446481.1	ENST00000549623.1	66	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	937	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000447365.1	ENST00000552255.5	45	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	958	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
